CrashReportId,ReportNumber,CrashDate,CrashTime,Collision Type,CountPedestrian,CountBicycle,Scooter,Wheel Chair,NumberofVehicles,StreetOrHighway,NearestIntersection,Officer,Badge,ReportDate,TypeOfRoadway,RoadSurfaceCondition,LightCondition,WeatherCondition,MannerofImpact,HitAndRun,TrafficControl,PersonCount,InjuryCount,MostSeriousInjury,NumberOfLanes,Latitude,Longitude
907406,2024-00000392,2024-01-02,15:14,Pedestrian,1,,,,1,95 Manton Ave,CHAFFEE ST,Brandon Macedo,177,2024-01-02,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.81867,-71.44558
907410,2024-00000406,2024-01-02,16:02,Bicycle,,1,X,,1,BROAD ST,BROAD ST,Raymond Criner,340,2024-01-02,"Two-Way , Not Divided",Dry,Dusk,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Complains Of Pain,,41.80153,-71.41838
907421,2024-00000606,2024-01-03,10:57,Bicycle,,,,,2,DOUGLAS AVE,CRIMEA ST,Ptlm. Castagliuolo,351,2024-01-03,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,Stop Signs,3,0,No Injury,,41.83698,-71.42186
907478,2024-00001158,2024-01-05,10:00,Pedestrian,1,,,,1,DOYLE AVE,HOPE ST,Thiago Gomes,532,2024-01-05,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Opposite Direction,"Yes, M/V and Driver Left Scene",Traffic Control Signal,1,1,Non-Incapacitating,2,41.83877,-71.40017
907489,2024-00001254,2024-01-05,18:31,Pedestrian,1,,X,,1,CHALKSTONE AVE.,ACADEMY AVE,Jenna Heeder,557,2024-01-05,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,4,1,Complains Of Pain,,41.83245,-71.44454
907527,2024-00001692,2024-01-07,14:09,Pedestrian,1,,,,1,PORTLAND ST,BROAD ST,Joshua Cascione,225,2024-01-07,"Two-Way , Not Divided",Snow,Daylight,Snow,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,,41.81407,-71.42115
907648,2024-00002186,2024-01-09,16:30,Pedestrian,1,,,,1,BROAD ST,BROAD ST,Raymond Criner,340,2024-01-09,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.81459,-71.42105
907676,2024-00002502,2024-01-10,18:03,Pedestrian,1,,X,,1,WATERMAN ST,HOPE ST,Ptlm. Castagliuolo,351,2024-01-10,One-Way Trafficway,Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,4,1,Complains Of Pain,,41.82758,-71.39723
907707,2024-00002772,2024-01-11,20:19,Pedestrian,1,,,,1,CARTER ST,ELMWOOD AVE,Ralph Abenante,511,2024-01-11,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,1,Non-Incapacitating,,41.8002,-71.42657
907735,2024-00003001,2024-01-12,17:35,Bicycle,,1,X,,1,BROAD ST,VERNDALE AVE,Raymond Criner,340,2024-01-12,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,4,1,Complains Of Pain,,41.79178,-71.4067
907736,2024-00003026,2024-01-12,18:44,Pedestrian,1,,,,1,CRANSTON ST,HARRISON ST,Raymond Criner,340,2024-01-12,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.813,-71.42881
907772,2024-00003344,2024-01-13,18:22,Pedestrian,1,,,,1,POCASSET AVENUE,BANCROFT ST,Marco Figueroa,110,2024-01-13,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Other,No,No Controls,2,0,No Injury,,41.81334,-71.44837
907775,2024-00003381,2024-01-13,20:49,Bicycle,,1,,,1,Gallup St,GORDON AVE,Serge Bouyssou,105,2024-01-13,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,2,1,Non-Incapacitating,,41.79971,-71.41403
907876,2024-00004213,2024-01-17,12:15,Pedestrian,1,,,,1,RADEL ST,cHARLES sT,James Annis,454,2024-01-17,"Two-Way , Not Divided",Wet,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Yield Signs,3,1,Complains Of Pain,2,,
907922,2024-00004517,2024-01-18,15:19,Pedestrian,1,,,,1,HAWKINS ST,BRANCH AVE,Raymond Criner,340,2024-01-18,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,1,Complains Of Pain,,41.85054,-71.4225
907929,2024-00004588,2024-01-18,19:39,Pedestrian,1,,,,1,BROADWAY,MARSHALL ST,Kelsa Heron,133,2024-01-18,One-Way Trafficway,Ice/Frost,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.81912,-71.43223
907958,2024-00004813,2024-01-19,18:04,Bicycle,,1,,,1,VALLEY ST,BARSTOW ST,E Lane,109,2024-01-19,"Two-Way , Not Divided",Wet,Dark - Lighted,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,3,0,No Injury,,41.82427,-71.43955
907979,2024-00005022,2024-01-20,14:11,Bicycle,,,,,2,CLADRASH'S AVE,MAPLE AVE,Joshua Cascione,225,2024-01-20,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,3,0,No Injury,,41.78404,-71.4123
907985,2024-00005064,2024-01-20,17:23,Pedestrian,1,,,,1,WATERMAN ST,WAYLAND AVE,Raymond Criner,340,2024-01-20,"Two-Way , Not Divided",Wet,Dark - Lighted,Snow,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Complains Of Pain,,41.8286,-71.38839
908125,2024-00006454,2024-01-26,8:04,Pedestrian,1,,X,,1,GEORGE ST,HOPE ST,Joshua Cascione,225,2024-01-26,"Two-Way , Not Divided",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,2,0,No Injury,,41.82579,-71.39727
908162,2024-00006817,2024-01-27,13:23,Pedestrian,1,,,,1,POTTERS AVE,ELMWOOD AVE,Joshua Cascione,225,2024-01-27,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,,41.80151,-71.42635
908244,2024-00007553,2024-01-30,12:30,Pedestrian,1,,,,1,Frienship Street,Hay Street,David Girard,690,2024-01-30,One-Way Trafficway,Dry,Daylight,Cloudy,Head-On (Front - to - Front),No,Pavement Markings,3,1,Complains Of Pain,,,
908300,2024-00008294,2024-02-02,10:17,Pedestrian,1,,,,1,1303 NORTH MAIN ST,N MAIN ST,Joshua Cascione,225,2024-02-02,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.8558,-71.39988
908339,2024-00008667,2024-02-03,15:35,Pedestrian,1,,,,1,Cranston St.,BENEDICT ST,J Heeder,557,2024-02-03,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.8056,-71.43705
908342,2024-00008652,2024-02-03,14:52,Pedestrian,1,,,,1,BUTLER AVE,S ANGELL ST,J Heeder,557,2024-02-03,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,1,Complains Of Pain,,41.82947,-71.38504
908450,2024-00009976,2024-02-08,17:06,Pedestrian,1,,,,1,PRISCILLA AVE,UNION AVE,Raymond Criner,340,2024-02-08,"Two-Way , Not Divided",Dry,Dusk,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.80736,-71.44574
908480,2024-00010161,2024-02-09,10:09,Pedestrian,1,,,,1,North Main St,Rochambeau Ave,James Annis,454,2024-02-09,"Two-Way , Not Divided",Wet,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,4,1,Complains Of Pain,4,,
908511,2024-00010287,2024-02-09,18:45,Pedestrian,1,,,,1,WATERMAN ST,WAYLAND AVE,Matthew Carlone,602,2024-02-09,One-Way Trafficway,Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Complains Of Pain,,41.8286,-71.38838
908581,2024-00011085,2024-02-12,17:54,Bicycle,,1,,,1,ELMWOOD AVE,SPOONER ST,Raymond Criner,340,2024-02-12,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Complains Of Pain,,41.77807,-71.42086
908622,2024-00011470,2024-02-14,13:54,Pedestrian,1,,,,1,ANGELL STREET,ELMGROVE AVE,George Pereira,421,2024-02-14,One-Way Trafficway,Dry,Daylight,Clear,Other,No,No Controls,4,1,Non-Incapacitating,,41.82997,-71.38887
908751,2024-00012519,2024-02-18,1:40,Other,,,X,,2,N MAIN ST,CEMETERY ST,Tyler Cargill,619,2024-02-18,One-Way Trafficway,Dry,Dark - Lighted,Clear,"Sideswipe, Same Direction","Yes, Driver Left Scene",No Controls,2,0,No Injury,,41.8474,-71.40481
908770,2024-00012643,2024-02-18,16:40,Bicycle,,1,,,1,WESTMINSTER ST.,MESSER ST,Jenna Heeder,557,2024-02-18,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.81586,-71.43704
908787,2024-00012863,2024-02-19,15:32,Pedestrian,1,,,,1,CLIFF ST,VALLEY ST,Raymond Criner,340,2024-02-19,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,5,1,Complains Of Pain,,41.82623,-71.43865
908791,2024-00012835,2024-02-19,12:25,Pedestrian,1,,,,1,BROAD ST,WEST FRIENDSHIP ST,Ptlm. Castagliuolo,351,2024-02-19,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,2,1,Incapacitating,,41.80977,-71.42101
908841,2024-00013338,2024-02-21,13:20,Pedestrian,1,,,,1,Adelaide Ave,Elmwood Ave,James Annis,454,2024-02-21,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,2,,
908891,2024-00013636,2024-02-22,15:26,Pedestrian,1,,,,1,FELIX ST,CHALKSTONE AVE,J Heeder,557,2024-02-22,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.83452,-71.42838
908947,2024-00014330,2024-02-25,10:14,Pedestrian,1,,,,1,THAYER ST,CUSHING ST,Ptlm. Castagliuolo,351,2024-02-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Non-Incapacitating,,41.83003,-71.4009
908997,2024-00015109,2024-02-28,12:03,Bicycle,,1,,,1,NORTH MAIN ST,EVERGREEN ST,Ptlm. Castagliuolo,351,2024-02-28,"Two-Way, Divided, Positive Median Barrier",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,2,1,Incapacitating,,41.84488,-71.40615
909015,2024-00015191,2024-02-28,17:14,Pedestrian,1,,,,1,NEW YORK AVE,ALLENS AVE,Jenna Heeder,557,2024-02-28,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Non-Incapacitating,,41.791,-71.39665
909019,2024-00015223,2024-02-28,18:58,Pedestrian,1,,,,1,DUDLEY ST.,PLAIN ST,Jenna Heeder,557,2024-02-28,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,3,1,Complains Of Pain,,41.81022,-71.41121
909052,2024-00015799,2024-03-01,19:33,Bicycle,,1,,,1,NIANTIC AVE,CRANSTON ST,Ralph Abenante,511,2024-03-01,"Two-Way, Not Divided With a Continuous Left Turn Lane",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Complains Of Pain,,41.80339,-71.44
909103,2024-00016080,2024-03-02,17:52,Pedestrian,1,,,,1,ORMS ST,SMITH ST,Erik Soloman,108,2024-03-02,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,0,No Injury,,41.83376,-71.42199
909148,2024-00016634,2024-03-04,15:49,Pedestrian,1,,,,1,DABOLL ST,BUCKLIN ST,Matthew Carlone,602,2024-03-04,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,3,1,Complains Of Pain,2,41.80409,-71.42772
909179,2024-00016899,2024-03-05,14:52,Pedestrian,1,,,,1,MAUDE ST,SMITH ST,J Heeder,557,2024-03-05,"Two-Way , Not Divided",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,3,1,Complains Of Pain,,41.83755,-71.43347
909248,2024-00017468,2024-03-07,16:50,Pedestrian,1,,X,,1,HOLLYWOOD RD,PARADE ST,J Heeder,557,2024-03-07,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,3,1,Complains Of Pain,,41.81577,-71.43307
909326,2024-00018342,2024-03-10,17:10,Pedestrian,1,,,,1,THAYER ST,MEETING ST,Vincent Pazzetta,641,2024-03-10,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.82915,-71.40079
909347,2024-00018766,2024-03-12,4:01,Pedestrian,1,,,,1,CANTON ST,LINTON ST,Jephte Wagnac,141,2024-03-12,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.83161,-71.44238
909358,2024-00018881,2024-03-12,15:09,Pedestrian,1,,,,1,THURBERS AVE.,MENI CT,J Heeder,557,2024-03-12,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Stop Signs,3,1,Complains Of Pain,,41.79847,-71.41323
909456,2024-00019738,2024-03-15,15:31,Bicycle,,1,,,1,DOUGLAS AVE,DOUGLAS AVE,Raymond Criner,340,2024-03-15,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.84128,-71.42741
909474,2024-00019881,2024-03-16,23:23,Pedestrian,1,,,,1,PEMBROKE AVE,CHAD BROWN ST,Raleek Byfield,375,2024-03-16,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Stop Signs,5,1,Complains Of Pain,,41.8391,-71.43025
909499,2024-00020195,2024-03-16,23:58,Pedestrian,1,,,,1,Dover Street,CARLETON ST,Jephte Wagnac,141,2024-03-17,"Two-Way , Not Divided",Dry,Dark - Lighted,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.82973,-71.44766
909503,2024-00020302,2024-03-17,9:35,Pedestrian,1,,,,1,77 Hillhurst Ave,,James Annis,454,2024-03-17,"Two-Way , Not Divided",Wet,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,,
909571,2024-00021187,2024-03-20,16:14,Pedestrian,1,,,,1,DUDLEY ST,PLAIN ST,Raymond Criner,340,2024-03-20,"Two-Way , Not Divided",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,5,1,Complains Of Pain,,41.81022,-71.41121
909581,2024-00021242,2024-03-20,19:09,Pedestrian,1,,,,1,SAYLES ST,PRAIRIE AVE,Raymond Criner,340,2024-03-20,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Pavement Markings,1,1,Complains Of Pain,,41.80264,-71.41358
909583,2024-00021255,2024-03-20,20:42,Pedestrian,1,,,,1,UNKNOWN,UNKNOWN,Raymond Criner,340,2024-03-20,"Two-Way , Not Divided",Wet,Unknown,Rain,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Unknown,1,1,Complains Of Pain,,,
909662,2024-00021442,2024-03-21,17:40,Pedestrian,2,,,,1,Laurel Hill Ave,PLAINFIELD ST,Matthew Petteruto,121,2024-03-23,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,2,2,Complains Of Pain,,41.81321,-71.45542
909680,2024-00022151,2024-03-24,10:07,Pedestrian,1,,,,1,60 Valley St,SCHOOL ST,James Annis,454,2024-03-24,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,0,No Injury,2,41.81896,-71.44059
909717,2024-00022517,2024-03-25,17:04,Other,,,X,,2,BLACKSTONE BLVD,ROCHAMBEAU AVE,Luis Garcia Colon,128,2024-03-25,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,2,0,No Injury,,41.84554,-71.38722
909782,2024-00023074,2024-03-27,18:31,Bicycle,,1,X,,1,VALLEY ST,SCHOOL ST,Raymond Criner,340,2024-03-27,Unknown,Dry,Dusk,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.81894,-71.4406
909834,2024-00023355,2024-03-28,20:28,Pedestrian,1,,,,1,CHARLES ST,SILVER SPRING ST,Ralph Abenante,511,2024-03-28,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,0,No Injury,,41.84481,-71.4187
909853,2024-00023504,2024-03-29,14:12,Pedestrian,1,,,,1,F C GREENE MEMORIAL BLVD,F C GREENE MEMORIAL BLVD,Ptlm. Castagliuolo,351,2024-03-29,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,4,1,Complains Of Pain,,41.78035,-71.4162
909942,2024-00024252,2024-04-01,6:53,Bicycle,,1,,,1,NORTH MAIN ST,STENTON AVE,Trent Hastings,326,2024-04-01,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,Stop Signs,2,1,Complains Of Pain,,41.84922,-71.40349
909986,2024-00024724,2024-04-03,0:54,Pedestrian,1,,,,1,387 Charles Street,Ramp,Kristen Barth,247,2024-04-03,"Two-Way , Not Divided",Wet,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Complains Of Pain,,41.84214,-71.41783
910015,2024-00024938,2024-04-03,19:19,Pedestrian,1,,,,1,PROSPECT ST,COLLEGE ST,Ralph Abenante,511,2024-04-03,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.82572,-71.40456
910060,2024-00025135,2024-04-04,16:23,Pedestrian,1,,,,1,MEMORIAL BLVD,FRANCIS ST,Ptlm. Castagliuolo,351,2024-04-04,"Two-Way, Divided, Positive Median Barrier",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.8259,-71.41535
910172,2024-00026220,2024-04-08,16:24,Pedestrian,1,,,,1,BROAD ST,BROAD ST,Raymond Criner,340,2024-04-08,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Complains Of Pain,,41.81418,-71.42128
910253,2024-00026530,2024-04-09,19:20,Bicycle,,1,,,1,BAYARD ST,4TH ST,Jenna Heeder,557,2024-04-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,2,1,Complains Of Pain,,41.84979,-71.39626
910236,2024-00026886,2024-04-10,23:05,Pedestrian,1,,,,1,CHARLES ST,W RIVER ST,Johusua Nazario Feliz,142,2024-04-11,One-Way Trafficway,Wet,Dark - Lighted,Clear,Angle (Front - to - Side) Opposite Direction,No,Unknown,2,1,Complains Of Pain,,41.83961,-71.41638
910247,2024-00027013,2024-04-11,12:55,Pedestrian,1,,,,1,BROAD ST,FRICKER ST,Joshua Cascione,225,2024-04-11,"Two-Way , Not Divided",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,1,Complains Of Pain,,41.81517,-71.42073
910260,2024-00027059,2024-04-11,16:15,Bicycle,,1,,,1,PLENTY ST,PLENTY ST,J Heeder,557,2024-04-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,1,Complains Of Pain,,41.80725,-71.42024
910310,2024-00027526,2024-04-13,4:51,Bicycle,,1,,,1,DEXTER ST,BUCKLIN ST,Elijah Perry,618,2024-04-13,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",Unknown,2,1,Non-Incapacitating,,41.80909,-71.42803
910366,2024-00028159,2024-04-15,10:57,Pedestrian,1,,,,1,1000 Elmwood Ave,,Michelle Chasse,264,2024-04-15,Unknown,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, Driver Left Scene",No Controls,2,1,Complains Of Pain,,,
910415,2024-00028855,2024-04-17,15:49,Bicycle,,1,,,1,CHALKSTONE AVE,PEKIN ST,Jose Cortorreal,604,2024-04-17,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.83575,-71.42368
910436,2024-00029208,2024-04-18,13:05,Pedestrian,1,,,,1,BOWEN ST.,HOPE ST,J Heeder,557,2024-04-18,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Stop Signs,2,1,Complains Of Pain,,41.83091,-71.39923
910465,2024-00029604,2024-04-20,1:09,Pedestrian,1,,,,1,LIVINGSTON ST,DRYDEN LN,Francini Perez Brito,139,2024-04-20,Unknown,Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,3,1,Complains Of Pain,,41.8416,-71.40992
910468,2024-00029632,2024-04-20,2:37,Bicycle,,1,,,1,SHELDON ST,BROOK ST,Raleek Byfield,375,2024-04-20,"Two-Way , Not Divided",Wet,Dark - Lighted,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,3,1,Non-Incapacitating,,41.81998,-71.39833
910506,2024-00030074,2024-04-21,18:12,Other,1,,X,,1,HOPE ST,12TH ST,Luis Garcia Colon,128,2024-04-21,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,5,1,Complains Of Pain,,41.85582,-71.39165
910520,2024-00030231,2024-04-22,10:11,Pedestrian,1,,,,1,GEORGE ST,HOPE ST,Jessica Salmeron,356,2024-04-22,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Stop Signs,1,0,No Injury,2,41.82579,-71.39727
910675,2024-00031717,2024-04-27,17:47,Bicycle,,1,,,1,WESTMINSTER ST,WINTER ST,Sean Cooney,523,2024-04-27,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,1,Complains Of Pain,,,
910769,2024-00032255,2024-04-29,14:59,Bicycle,,1,,,1,INDIA ST,S MAIN ST,Luis Pelaez,336,2024-04-30,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.81698,-71.39774
910855,2024-00033513,2024-05-03,12:18,Pedestrian,1,,,,1,BROAD ST,PORTLAND ST,Ptlm. Castagliuolo,351,2024-05-03,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.81416,-71.42129
910908,2024-00033812,2024-05-04,11:30,Pedestrian,1,,,,1,Salter St,Nelson St,James Annis,454,2024-05-04,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,2,,
910996,2024-00034292,2024-05-06,6:36,Pedestrian,1,,,,1,BROAD ST,OXFORD ST,John Manown,516,2024-05-06,"Two-Way , Not Divided",Dry,Dawn,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.80048,-71.41748
